hptbid	plg	protoform	gloss	pages	mainpage	init	allofams	semclass	semclass2	tags	etyma_links
1215	PTB	*suy	marrow	230		*s	*suy	bodypart		?	
1216	PTB	*swa or *s-wa	tooth	27, 166, 167, 171, 172		*s	*swa	bodypart		632	632
1217	PTB	*swa-n	onion / garlic	177, 301, 446, 448		*s	*swa	plant		?	
1218	PTB	*swat	stick into	332		*s	*swat	plant		?	
1219	PTB	*sya-n	animal / body / flesh / meat	32, 88, 102, 118, 139, 140, 150, 162, 165, 169, 172, 177, 278, 448, 475	448	*sy	*sya	animal		34	34
1220	PLB	*C-ša¹	easy / cheap	36		*sy	*sya	kinship		?	
1221	PTB	*syaːl ⪤ *syiːr	iron	395, 409, 426, 506		*sy	*syaːl ⪤ *syiːr	tool		2673	2673
1222	PTB	*syam	iron	255, 257		*sy	*syam	tool		2676	2676
1223	PTB	*g/b-syaŋ	excrement / rust / blight	36		*sy	*syaŋ	bodypart		?	
1224	PTB	*s(y)ar	louse	390, 402, 537		*sy	*s(y)ar	animal		2652	2652
1225	PTB	*syar	rise / east	391		*sy	*s(y)ar	light		2677	2677
1226	PTB	*syay	noisy / agitated	209		*sy	*syay	noise		?	
1227	PLB	*šey²/³	know	477		*sy	*syey	light		2670	2670
1228	PTB	*syey-s	know	205, 206, 217, 465, 471, 477		*sy	*syey	light			
1229	PTB	*m/b-s(y)il ⪤ *m/b-syal	wash / bathe	409, 410, 413, 425, 508		*sy	*s(y)il ⪤ *syal	water		2671	2671
1230	PTB	*syim	dark-colored	271		*sy	*syim	light		2672	2672
1231	PTB	*syim	sweep	305		*sy	*syim	tool		2678	2678
1232	PTB	*syip ⪤ *syup	whisper	356		*sy	*syip ⪤ *syup	noise		?	
1233	PTB	*syow	rat	228		*sy	*syow	animal			
1234	PTB	*syu(w)-n	grandchild	199, 449		*sy	*syu(w)	kinship		2679	2679
1235	PTB	*g/b-sywa	flow / pour	427		*sy	*sywar ⪤ *sywa-n/t	water		2680	2680
1236	PLB	*swan¹/² ⪤ *swatᴴ	flow / pour	261, 519		*sy	*sywar ⪤ *sywa-n/t	water			
1237	PTB	*sywar ⪤ *sywa-n/t	flow / pour / scatter / spill / sow broadcast	66, 84, 386, 394, 402, 427		*sy	*sywar ⪤ *sywa-n/t	water			
1238	PTB	*sywəy	rub / scrape / shave	66, 85, 195		*sy	*sywəy	bodypart		2674	2674
1239	PTB	*l-ta-t-s	look	456		*t	*ta	light		?	
1240	PTB	*s-ta	knife / axe / sword	162		*t	*ta	tool		2684	2684
1241	PTB	*s-ta-s	hear	433, 442, 443, 471		*t	*ta	bodypart		1408	1408
1242	PTB	*s-ta-t	put / place	162, 172, 250, 442, 454, 461		*t	*ta	place		2682	2682
1243	PTB	*ta	box / cabinet	170		*t	*ta	tool		?	
1244	PTB	*ta-y	big	231, 484		*t	*ta	place		2697	2697
1245	PLB	*ta²	jewsharp	163		*t	*ta	tool		?	
1246	PLB	*ta²	time / when	163		*t	*ta	natural		?	
1247	PTB	*s-ta ⪤ *m-twa	hammer	170		*t	*ta ⪤ *twa	tool		2704?	2704
1248	PTB	*l-tak	ascend / lift / raise / top	317, 326		*t	*tak	place		1722,2687,2723,1719	1722,2687,2723,1719
1249	PTB	*tak	sharp	318		*t	*tak	tool		2685	2685
1250	PLB	*takᴴ	sharp	319		*t	*tak	tool			
1251	PTB	*tal	arrow / bow	387, 404, 422		*t	*tal	tool		2688	2688
1252	PTB	*tal	charcoal / dust / ashes	422		*t	*tal	light		?	
1253	PTB	*tam	carry on shoulder	298		*t	*tam	bodypart		3349?	3349
1254	PTB	*g-tam ⪤ *g-dam	talk / speak	299		*t	*tam ⪤ *dam	kinship		1757	1757
1255	PTB	*tan	dry	258, 301		*t	*tan	light		120?	120
1256	PLB	*tan²	straight / upright	260		*t	*tan	place		?	
1257	PTB	*taŋ	pine	264		*t	*taŋ	plant		2690	2690
1258	PLB	*ʔ-tapᴴ	scoop with both hands	336, 337		*t	*tap	bodypart		?	
1259	PTB	*g/l-tap	fold / layer	336, 341		*t	*tap	place		2692	2692
1260	PLB	*m-tapᴴ	pack into / put into	337		*t	*tap	tool		?	
1261	PLB	*tapᴴ	layer	315		*t	*tap	place			
1262	PTB	*taːp	capable / fit / beautiful	340		*t	*taːp	light		2693	2693
1263	PTB	*taːr	hang / impale	392, 425		*t	*taːr	tool		2694	2694
1264	PTB	*r-tas	thick / solid / coarse	127, 128, 129, 432		*t	*tas	light		178	178
1265	PTB	*tay	big	207, 220, 231		*t	*tay	place			
1266	PTB	*tay	self	208		*t	*tay	kinship		2698	2698
1267	PTB	*m-taːy	retaliate / grudge (bear a)	210		*t	*taːy	kinship		?	
1268	PTB	*m/s-taːy	belt / zone / waist	210, 220		*t	*taːy	bodypart		1373	518,1373
1269	PTB	*taːy	sting / scold	210		*t	*taːy	bodypart		3435	3435
1270	PTB	*tay ⪤ *tan	single / one / whole / only	262		*t	*tay ⪤ *tan	number			
1271	PTB	*s-ter	give / causative	399		*t	*ter	kinship		?	
1272	PTB	*ti-t	awed / startled	462		*t	*ti	bodypart		?	
1273	PTB	*g-t(y)ik	drip / drop (n.)	506		*t	*tik	water			
1274	PTB	*tip ⪤ *tup ⪤ *tum	wrap up	354, 370, 497, 517		*t	*tip ⪤ *tup ⪤ *tum	tool	clothe	?	
1275	PTB	*m-to	high	204		*t	*to	place		2702	2702
1276	PTB	*s-toŋ	thousand	294		*t	*toŋ	number		2703	2703
1277	PTB	*m-tow	fly (n.)	226		*t	*tow	animal		2706	2706
1278	PTB	*tow ⪤ *dow	hammer	224, 227, 515		*t	*tow ⪤ *dow	tool		2704	2704
1279	PTB	*tow-n ⪤ *dow-n	thick	181, 222, 224, 226, 228, 452, 515		*t	*tow ⪤ *dow	light		178?	178
1280	PTB	*toy	younger sibling	221, 228		*t	*toy	kinship			
1281	PTB	*toy or *tway	propitiate / appease	229		*t	*toy or *tway	kinship		?	
1282	PTB	*tak ⪤ *dak	weave	318, 328, 374		*t	*t(r)ak	tool	clothe	2686	2686
1283	PTB	*g-rap	fireplace	336		*t	*trap ⪤ *drap	light		2691	2691
1284	PTB	*g-tap ⪤ *g-dap	fireplace	336, 339		*t	*trap ⪤ *drap	light			
1285	PTB	*s-tu	vagina / vulva	247		*t	*tu	bodypart	reproductive	661	661
1286	PTB	*m-tu ⪤ *m-du	nephew / descendant	184, 200, 464		*t	*tu ⪤ *du	kinship		2708	2708
1287	PTB	*tu ⪤ *s/m-du	dig	23, 178, 184		*t	*tu ⪤ *du	tool		3573	3573
1288	PTB	*tu-n/t ⪤ *du-n/t	join / bring together / tie / knot	367, 452, 460		*t	*tu ⪤ *du	tool			
1289	PLB	*m-tökᴴ	cut by a blow	363		*t	*tuk	tool			
1290	PLB	*m-tukᴴ	peck / strike / hook onto	358		*t	*tuk	tool			
1291	PTB	*r-tuk	strike	363		*t	*tuk	tool		1775?	1775
1292	PTB	*tuk	cut / knock	357		*t	*tuk	tool		2709	2709
1293	PTB	*m/s-tuːk	spit / spew	117, 359, 360		*t	*tuːk	bodypart		601	601
1294	PTB	*tuːk	deep / thick	359, 360, 361		*t	*tuːk	light		2712	2712
1295	PTB	*tuk ⪤ *tik	frog	503		*t	*tuk ⪤ *tik	animal		?	
1296	PTB	*tuk ⪤ *twak	neck	357, 359, 361, 514		*t	*tuk ⪤ *twak	bodypart		359	359
1297	PTB	*r-tul	roll up / wrap	127, 129, 415		*t	*tul	tool	clothe	2713	2713
1298	PTB	*r-tul ⪤ *r-til	dull / buttock / heel / rounded part	419, 422, 500, 504		*t	*tul ⪤ *til	bodypart		2713?	2713
1299	PLB	*tum¹	numb / befuddled	273		*t	*tum	bodypart		?	
1300	PLB	*tuŋ¹	set (a trap) / cock (a weapon)	285		*t	*tuŋ	tool		?	
1301	PTB	*tuːŋ	inside / middle	287, 310		*t	*tuːŋ	place		2750?	3447,2750
1302	PTB	*tur	tremble / shake / pulse	396		*t	*tur	bodypart		?	
1303	PTB	*m-twa	handspan	64, 167, 171		*t	*twa	bodypart		1281	1281
1304	PTB	*m/s-twa	spit / spittle / saliva	173, 174		*t	*twa	bodypart		603	603
1305	PLB	*ʔ-twakᴴ	come out / go out / emerge	62, 315		*t	*twak	place			
1306	PTB	*s-twak	come out / go out / emerge	62, 321		*t	*twak	place		2718	2718
1308	PTB	*m-ti-s	wet / soak	434, 351		*t	*t(w)i(y)	water		3313,618	298,3313,618
1309	PTB	*ti(y)	water	193, 194, 471		*t	*t(w)i(y)	water		3313	298,3313
1310	PTB	*twəy	flow / suppurate	194		*t	*t(w)i(y)	water		2719,298	298,2719
1311	PTB	*twəy ⪤ *dwəy	water / egg / spit	195		*t	*t(w)i(y)	water		604,3313?	300,298,604,3313
1312	PTB	*twəy-n	water / river	451		*t	*t(w)i(y)	water		2719	298,2719
1313	PTB	*twi(y)	sweet	197		*t	*t(w)i(y)	bodypart		2721	2721
1314	PTB	*t(y)a-n	red	177, 262, 452, 485, 516		*t	*t(y)a	light		2683?	2683
1315	PTB	*tyak	bear (endure) / suffer	323		*t	*tyak	bodypart		2723	2723
1316	PTB	*tyak ⪤ *g-t(y)ik	one / only	346, 347, 507		*t	*t(y)ak ⪤ *t(y)ik	number		2726	2726
1317	PTB	*t(y)ak ⪤ *t(y)ik	very / real / certain	65, 324, 507, 508		*t	*t(y)ak ⪤ *t(y)ik	light		2722	2722
1318	PTB	*s-tyaŋ	upper part / rise / raise	304		*t	*tyaŋ	place		2725	2725
1319	PTB	*tyaŋ	black / dark	65		*t	*tyaŋ	light		2724	2724
1320	PTB	*m-tsa	sparrow	168		*ts	*tsa	animal		?	
1321	PTB	*tsa	salt	31, 162, 165, 168, 172, 174		*ts	*tsa	natural		2729	2729
1322	PTB	*tsa-t	hot / hurt / pain / ill	32, 177, 462, 464		*ts	*tsa	bodypart		1844,109	1844,109
1323	PLB	*ts(y)a¹	hot / ill	30		*ts	*tsa	bodypart			
1324	PTB	*tsa-n ⪤ *za-n	child / son / relatives	27, 31, 33, 34, 154, 162, 165, 169, 171, 172, 176, 188, 448, 450		*ts	*tsa ⪤ *za	kinship		1012,2727	1012,2727
1325	PLB	*za²	child	28		*ts	*tsa ⪤ *za	kinship			
1326	PLB	*za²-mi²/³	daughter	28		*ts	*tsa ⪤ *za	kinship			
1327	PTB	*tsam ⪤ *sam	hair (head)	31, 32, 250, 299		*ts	*tsam ⪤ *sam	bodypart	clothe	2730	2730
1328	PTB	*b-tsan	strong / firm	260		*ts	*tsan	bodypart		159	159
1329	PLB	*tsaŋ¹	person / human being	265		*ts	*tsaŋ	kinship		3327	3327
1330	PTB	*tsap	repay	336, 342		*ts	*tsap	kinship		2732	2732
1331	PLB	*tsapᴴ	stick into / insert	337		*ts	*tsap	plant		?	
1332	PTB	*tsat	bite down on	330		*ts	*tsat	bodypart		744,1773?	744,1773
1333	PTB	*r-tsaːy	vegetable	221		*ts	*t(s)aːy	plant		?	
1334	PTB	*t(s)aːy	red	516, 262		*ts	*t(s)aːy	light		2683?	2683
1335	PTB	*tsaːy ⪤ *saːy	rust / dross / stain / excrement	210		*ts	*tsaːy ⪤ *saːy	bodypart		?	
1336	PTB	*tsaːy ⪤ *saːy	scoop / dip out	210		*ts	*tsaːy ⪤ *saːy	tool		?	
1337	PTB	*r-tsəy	medicine / juice / paint	189, 201, 464		*ts	*tsəy	plant		2737	2737
1338	PLB	*tsəy²	lung / exhale	502		*ts	*tsəy	bodypart			
1339	PLB	*tsəy²	wash	30, 189		*ts	*tsəy	water		?	
1340	PTB	*m-t(s)i	salt / yeast	34, 540		*ts	*t(s)i	natural		2747	2747
1341	PLB	*ʔ-dzikᴸ	joint	27, 315		*ts	*tsik	bodypart		418	418
1342	PTB	*m-(t)sik	burn / angry	348, 344		*ts	*tsik	light		?	56
1343	PTB	*m-tsik	itch	344		*ts	*tsik	bodypart		1464	1464
1344	PTB	*tsik	joint	31, 32, 241, 343, 344, 347, 527		*ts	*tsik	bodypart			
1345	PTB	*tsil	fat / grease / oil	410, 422		*ts	*tsil	bodypart		48	48
1346	PTB	*m-(t)sin	nail / claw	291		*ts	*(t)sin	bodypart		511	511
1347	PTB	*tsiːt	goat	350		*ts	*tsiːt	animal		1226,1003?	1226,1003
1348	PLB	*C-tšiːtᴸ	goat	315		*ts	*tsiːt	animal			
1349	PLB	*tsəy²	lung / exhale	502		*ts	*(t)si-t ⪤ *tsut	bodypart			
1350	PTB	*(t)sit	lung / exhale	502, 367		*ts	*(t)si-t ⪤ *tsut	bodypart		458	458
1351	PTB	*tsi-wap	lung	367		*ts	*(t)si-t ⪤ *tsut	bodypart			
1352	PTB	*b-tsoŋ	onion	311		*ts	*tsoŋ	plant		?	
1353	PTB	*tsot	deer (sambar) / antelope	380		*ts	*tsot	animal		2739	2739
1354	PTB	*tsow-s	fat / omentum	222, 224, 412, 471		*ts	*tsow	bodypart		42	42
1355	PTB	*tsow-t	thorn / pierce / plant (v.) / erect	30, 222, 223, 224, 227, 454, 515, 529		*ts	*tsow	plant		2741	2741
1356	PTB	*tśrum	mortar	79		*ts	*tsum	tool		2742	2742
1357	PTB	*t(s)um ⪤ *(t)sum	mortar	31, 32, 275		*ts	*tsum	tool			
1358	PTB	*tsəw-t	stop up / plug up	461		*ts	*tsu(w) ⪤ *tsəy	tool		2743	2743
1359	PTB	*tsu(w)-t ⪤ *tsəy	stop up / plug up	367		*ts	*tsu(w) ⪤ *tsəy	tool			
1360	PTB	*r-tswa-n	grass	177, 449		*ts	*tswa	plant		?	
1361	PTB	*tswəy	rot / pus	194		*ts	*tswəy	bodypart		1296,2744	1296,2744
1362	PTB	*l-tsyak	iron / iron instrument	317		*tsy	*tsyak	tool		?	6365
1363	PTB	*tsyak	red / blood / gold	323, 328		*tsy	*tsyak	light		2683,2751	2683,2751
1364	PTB	*ts(y)ap	chop	336		*tsy	*tsyap	tool		?	
1365	PTB	*tsyap	join / connect	336, 341		*tsy	*tsyap	tool		2757?	2757
1366	PTB	*tsyar	sunshine	391		*tsy	*tsyar	light		2753	2753
1367	PTB	*tsyat	break / cut	330, 334		*tsy	*tsyat	tool		1007	1007
1368	PTB	*r-tsyaːy	play	210		*tsy	*tsyaːy	kinship		2746	2746
1369	PTB	*m-(t)syen	nail / claw	29, 278, 290, 296		*tsy	*tsyen ⪤ *syen	bodypart		512,514,515	512,514,515
1370	PLB	*tšəw²	widow	182		*tsy	*tsyəw	kinship		?	
1371	PTB	*tsyəw	hand	199		*tsy	*tsyəw	bodypart		737?	737
1372	PTB	*r-tśrəy	count / number	79		*tsy	*tsyəy	number		2738	2738
1373	PTB	*r-tsyəy	count / number	43, 80, 200		*tsy	*tsyəy	number			
1374	PTB	*g-ts(y)i-t/n	urine	31, 187, 194, 454, 441		*tsy	*ts(y)i ⪤ *zəy	bodypart		650,648,651,652?,653?,1730?	650,648,651,652,653,1730
1375	PLB	*m-(d)zyəy²	urine	27, 189		*tsy	*ts(y)i ⪤ *zəy	bodypart			
1376	PTB	*zəy	urine	31		*tsy	*ts(y)i ⪤ *zəy	bodypart			
1377	PTB	*m-ts(y)il ⪤ *m-tśril	spit / spittle / saliva	79, 80, 119, 124, 410, 411, 424		*tsy	*ts(y)il ⪤ *til	bodypart		600	600
1378	PTB	*(t)syip ⪤ *(t)syup	wring / crumple	371, 498		*tsy	*tsyip ⪤ *tsyup	tool		3381	3381
1379	PTB	*tsyir ⪤ *tsyuːr	wring / squeeze	397, 426, 498		*tsy	*tsyir ⪤ *tsyuːr	tool		2761,3465	3465,2761
1380	PLB	*tsay¹	ten	30, 31		*tsy	*ts(y)i(y) ⪤ *tsyay	number			
1381	PTB	*ts(y)i(y) ⪤ *tsyay	ten	208, 212, 219, 510		*tsy	*ts(y)i(y) ⪤ *tsyay	number		2748	2748
1382	PTB	*tsyow	boil (v.) / cook / bake	34, 223, 224, 227		*tsy	*tsyow	tool		2749	2749
1383	PLB	*tšukᴸ	suck / kiss / breast / milk	30		*tsy	*tsyuk	bodypart	reproductive		3587
1384	PTB	*tsyuk	steep	357		*tsy	*tsyuk	natural		2760	2760
1385	PTB	*m-ts(y)ul	lip / beak	415, 423		*tsy	*ts(y)ul	bodypart		442	442
1386	PTB	*tsyup ⪤ *tsyip	suck / kiss / breast / milk	500		*tsy	*tsyup ⪤ *tsyip	bodypart	reproductive		3587
1387	PTB	*tsi-wap	lung	86		*tsy	*tsywap	bodypart			
1388	PTB	*tsywap	lung	66, 338		*tsy	*tsywap	bodypart			
1389	PTB	*tsywar	cut / chop	66, 84, 393		*tsy	*tsywar	tool		2763	2763
1390	PLB	*ʔ-tšwatᴴ	pluck	332		*tsy	*tsywat	tool		?	
1391	PTB	*b-wa	white / yellow	429		*w	*wa	light			
1392	PTB	*g-wa-t	bite / chew	460		*w	*wa	bodypart		688	688
1393	PKar	*hwa	bamboo	305		*w	*wa	plant			
1394	PTB	*k-wa	satiated	171		*w	*wa	bodypart		1833	1833
1395	PTB	*r-wa ⪤ *g-wa	village	127, 134		*w	*wa	place		2773	2773
1396	PTB	*r-wa ⪤ *s-wa ⪤ *g-wa	rain	127, 128, 162, 171, 173	433	*w	*wa	water			2080
1397	PTB	*r-wa	bamboo	44		*w	*wa	plant			
1398	PTB	*s-wa	go	173		*w	*wa	place		2774	2774
1399	PTB	*wa	bird / feather	165	165	*w	*wa	animal		763,764,767,1603,766,1765	1603,763,764,767,766,1765
1400	PTB	*wa	man / father / husband / person	250		*w	*wa	kinship		1639	1639
1401	PTB	*wa	trap	163		*w	*wa	tool		3556	3556
1403	PLB	*wa²	bamboo	62		*w	*wa	plant			
1404	PLB	*wa²	snow / frost / ice / hail	46, 171, 428		*w	*wa	cold			
1405	PLB	*ʔ-wakᴸ	hide (v.)	62		*w	*wak	light			
1406	PLB	*k-r-wakᴴ	rat	138		*w	*wak	animal			
1407	PTB	*r-wak	rat	151, 321		*w	*wak	animal		2630	2630
1408	PTB	*s-wak	hide (v.)	62		*w	*wak	light			
1409	PLB	*wakᴸ	pig	62		*w	*wak	animal			
1410	PTB	*wal	round / circular / enclosure	404, 406, 424		*w	*wal	place		2060?	2060
1411	PTB	*wal	snow / frost / ice / hail	387, 404, 428		*w	*wal	cold		3554	3554
1412	PTB	*d-wam	bear (n.)	139, 140, 252, 299, 531		*w	*wam	animal		2777	2777
1413	PLB	*d-wam¹/²	bear (n.)	253		*w	*wam	animal			2777
1414	PLB	*p-wam²	belly / stomach	46, 253		*w	*wam	bodypart		137	674,137
1415	PTB	*s-wam or *hwam	dare	55, 252, 298		*w	*wam	bodypart		2268	2268
1416	PLB	*wam³	dare	253		*w	*wam	bodypart			2268
1417	PTB	*g-wan	hand / wrist	301		*w	*wan	bodypart		725,426?	725,426
1418	PLB	*wan¹	jackal / wolf / dhole / wild dog	261, 449		*w	*wan	animal			6052
1419	PTB	*wan ⪤ *wat	load / burden / transport	519		*w	*wan ⪤ *wat	tool		725?,2779?	725,2779
1420	PLB	*waŋ²	spin / spindle	269		*w	*waŋ	tool	clothe		
1421	PTB	*p-wap	lung	342, 476, 533		*w	*wap	bodypart			
1422	PTB	*r/s-wap	lung	533		*w	*wap	bodypart		457?,2121?	457,2121
1423	PTB	*b-war ⪤ *p-war	fire / burn / kindle / roast	428		*w	*war	light			
1424	PTB	*was	bee / honey	432, 442		*w	*was	animal		2778	2778
1425	PLB	*ʔ-watᴸ	clothe	331		*w	*wat	tool	clothe		
1426	PTB	*b/s-wat	flower	332		*w	*wat	plant		2185	2185
1427	PLB	*k-r-watᴸ	leech	83, 138		*w	*wat	animal			
1428	PLB	*s-watᴴ	bloom / flower	36		*w	*wat	plant			
1429	PLB	*watᴸ	wear	331		*w	*wat	tool	clothe	2779	2779
1430	PTB	*s-r-way	lead (v.) / tend / watch / guard	209		*w	*way	light		?	6173
1431	PTB	*ŋ-(w)aːy	love / make love	210, 217, 220		*w	*waːy	kinship		1160	1160
1432	PTB	*waːy	whirl / brandish / wave (v.)	210		*w	*waːy	tool		2780	2780
1433	PTB	*wel	count / read	420		*w	*wel	number		3552	3552
1434	PTB	*g-wəy-n	far	452		*w	*wəy	place		2781	2781
1435	PLB	*m-r-wəy¹	snake	83		*w	*wəy	animal		2623?	2623
1436	PLB	*wəy²	far	195		*w	*wəy	place			
1437	PLB	*ʔ-wikᴸ	stomach	47, 344		*w	*wik	bodypart		2104	2104
1438	PTB	*wik	tusk / fang / canine tooth	344		*w	*wik	bodypart		631	631
1439	PTB	*b-woy	monkey	229		*w	*woy	animal		2782	2782
1440	PTB	*d/g-woy-n	monkey	24, 450		*w	*woy	animal			
1441	PTB	*woy	fart	229		*w	*woy	noise		3553	3553
1442	PTB	*wu	howl / grumble	178		*w	*wu	noise		2765	2765
1443	PLB	*wu¹	intestines	180		*w	*wu	bodypart		2102	2102
1444	PTB	*wul	tend grazing animals	384, 416		*w	*wul	animal		2783	2783
1445	PTB	*wul ⪤ *wun	skin	418		*w	*wul ⪤ *wun	bodypart	clothe		591
1446	PTB	*s-g-w(y)a-n/t	wear / clothe	334, 335		*w	*w(y)a	tool	clothe		
1447	PTB	*w(y)a-t ⪤ *wit	wear / clothe	333, 508		*w	*w(y)a	tool	clothe	2779	2779
1448	PLB	*ʔ-wyikᴸ	elder sibling	36, 86, 97, 345		*w	*wyik	kinship			
1449	PLB	*ʔ-ya²	antelope	163		*y	*ya	animal		?	
1450	PTB	*g-ya	itch	136		*y	*ya	bodypart		1456	1456
1451	PTB	*ya	diminutive	482		*y	*ya	place		?	
1452	PTB	*ya	night	165		*y	*ya	light		2784	2784
1453	PTB	*g-ya ⪤ *g-ra	righthand / right side	29, 46, 96, 134, 165, 169, 176		*y	*ya ⪤ *ra	bodypart		2786	2786
1454	PLB	*ʔ-gyakᴴ	cubit	51		*y	*yak	bodypart		696,702	696,702
1455	PTB	*d-yak	hand / arm	51, 65		*y	*yak	bodypart			
1456	PTB	*g-yak	armpit / tickle / cubit	51, 317, 326, 329		*y	*yak	bodypart		702,696	702,696
1457	PTB	*g-yak	ashamed	46, 95, 136, 317, 326		*y	*yak	bodypart		2594	2594
1458	PTB	*yal ⪤ *wal	chew (cud, betel)	404, 428		*y	*yal ⪤ *wal	bodypart		1771	1771
1459	PTB	*r-yaːŋ	lightweight	127, 128, 263, 268		*y	*yaːŋ	bodypart		2789	2789
1460	PTB	*g-yak	sheep / yak	523		*y	*yaŋ ⪤ *yak	animal		?	
1461	PTB	*yaŋ	sheep / yak	29, 523		*y	*yaŋ ⪤ *yak	animal			
1462	PTB	*g-yaːp	fan / paddle / wave (v.)	45, 137, 339, 340		*y	*yaːp	tool		2790	2790
1463	PTB	*yar	beard / moustache	390		*y	*yar	bodypart		1115	1115
1464	PTB	*yaːr	other / outside	392		*y	*yaːr	place		?	
1465	PTB	*yaːr	spread / extend / sail	393, 403, 426		*y	*yaːr	place		2791	2791
1466	PTB	*yay ⪤ *ʔay	mother / grandmother / maternal aunt	208		*y	*yay ⪤ *ʔay	kinship		?	6134
1467	PTB	*m-ʔ-yen	saliva / spittle	115		*y	*yen	bodypart		?	
1468	PTB	*b-yəw-n	rat / rabbit / hare	45, 130, 182, 185, 199, 449		*y	*yəw	animal		2796	2796
1469	PTB	*sya-yəw	rat	228		*y	*yəw	animal			
1470	PTB	*yəw	liquor	45, 199		*y	*yəw	water		2798?	2798
1471	PLB	*yəw²	seed	35		*y	*yəw	plant		?	
1472	PTB	*yu-n ⪤ *yu-t	leak / drip	441		*y	*yəw	water		2795	2795
1473	PLB	*s-yəy²	grass	189		*y	*yəy	plant		?	
1474	PTB	*k-yim ⪤ *k-yum	house	21, 35, 273, 498, 504, 531, 533		*y	*yim ⪤ *yum	tool		1612	1612
1475	PLB	*s/ʔ-yipᴸ	put to sleep	315		*y	*yip ⪤ *yup	light			
1476	PTB	*s-yip ⪤ *s-yup	sleep / put to sleep / conceal / hide (v.)	56, 153, 192, 354, 369, 370, 499, 500, 533	354	*y	*yip ⪤ *yup	light		127,2276	127,2276
1477	PLB	*yipᴸ ⪤ *yupᴸ	sleep	27, 35, 315		*y	*yip ⪤ *yup	light			
1478	PTB	*yit	drunk	349		*y	*yit	water		131?,2521?	131,2521
1479	PTB	*s-k-yok	poker / pudding stick / ladle	295, 517		*y	*yok	tool		2792	2792
1480	PTB	*yu	take	184		*y	*yu	tool			
1481	PLB	*yu¹	take	35, 180		*y	*yu	tool			
1482	PTB	*d-yuk	deer (sambar)	139, 357, 359		*y	*yuk	animal		2794	2794
1483	PTB	*m-yuk	monkey	357		*y	*yuk	animal			
1484	PTB	*s/ʔ-yuk	descend	318, 482, 513		*y	*yuk	place		2797	2797
1485	PTB	*m-yuŋ	finger	141, 285		*y	*yuŋ	bodypart		320	320
1486	PTB	*m/s-yuy	follow	229		*y	*yuy ⪤ *ywi	place		2801,2802	2801,2802
1487	PTB	*ywi	follow	63		*y	*yuy ⪤ *ywi	place			
1488	PTB	*ywar	sell / buy	63, 386, 388, 393		*y	*ywar	kinship		2800	2800
1490	PLB	*za²	child	28		*z	*za ⪤ *tsa	kinship			
1491	PLB	*za²-mi²/³	daughter	28		*z	*za ⪤ *tsa	kinship			
1492	PTB	*zak	descend	317, 482, 513		*z	*zak	place		2804	6138,2804
1493	PLB	*zakᴸ	descend	28		*z	*zak	place			2804
1494	PTB	*zan	strong / firm	442		*z	*zan	bodypart			
1495	PLB	*zan¹	strong / firm	28, 260		*z	*zan	bodypart			
1496	PLB	*zaŋ²	3rd person pronoun	3, 28		*z	*zaŋ	kinship		3327?	3327
1497	PLB	*ʔ-zəy¹/²	little / small / tiny	191		*z	*zəy	place			
1498	PLB	*zəy²	barley	189		*z	*zəy	plant		?	
1499	PTB	*z(y)əy	little / small / tiny	66, 191		*z	*zəy	place		2806	2806
1500	PTB	*g-zik	leopard	343, 344		*z	*zik	animal		2805	2805
1501	PLB	*zikᴸ	leopard	28		*z	*zik	animal			
1502	PTB	*zim	collect / gather	27		*z	*zim	place		?	
1503	PTB	*z(l)a-y	sand	486		*z	*z(l)a	natural		?	
1504	PTB	*zlum	round	78, 272		*z	*zlum	place		1381,690,1427	1381,690,1427
1505	PTB	*zril	worm	78, 79, 188, 388, 410, 412, 425		*z	*zril	animal		2808	2808
1506	PTB	*zryaŋ ⪤ *ryaŋ	uncle / a superior	66, 79, 303		*z	*zryaŋ ⪤ *ryaŋ	kinship		2640	2640
1507	PLB	*zum²	use	28		*z	*zum ⪤ *zuŋ	tool			
1508	PTB	*z(y)um ⪤ *zuŋ	use	34, 66, 276, 531		*z	*zum ⪤ *zuŋ	tool		2810	2810
1509	PTB	*zuːr	rainy season	397, 426		*z	*zuːr	water		?	
1510	PLB	*z(y)aŋ²	excrement / rust / blight	36		*zy	*z(y)aŋ	bodypart			
1511	PTB	*zyaːw ⪤ *zyu(w)	rot / decay / digest	35, 66, 227		*zy	*zyaːw ⪤ *zyu(w)	bodypart		2809	2809
